move_doc_number,sku,from_slot_code,quantity_to_pick,store_code,created_at
71,2200879962333,PZ000001,50,820,160331
71,2200879962487,PZ000001,50,820,160331
72,2200879962333,PZ000001,10,820,160331
72,2200879962487,PZ000001,15,820,160331
73,2200879962180,PZ000001,30,800,160331
73,2200879962241,PZ000001,25,800,160331
74,2200828956383,PZ000001,1,820,160726
74,2895639600000,PZ000001,1,820,160726
74,2895687700000,PZ000001,1,820,160726
74,2895689100000,PZ000001,1,820,160726
75,2200828955850,PZ000001,1,884,160726
75,28994787,PZ000001,1,884,160726
75,28994824,PZ000001,1,884,160726
75,28994916,PZ000001,1,884,160726
76,2200879477226,PZ000001,1,893,160726
76,2200879477301,PZ000001,1,893,160726
76,2200879477523,PZ000001,1,893,160726
76,2200879480998,PZ000001,1,893,160726
77,2200879481070,PZ000001,1,944,160726
77,2200879483302,PZ000001,1,944,160726
77,2200879890711,PZ000001,1,944,160726
77,2200879966768,PZ000001,1,944,160726
77,5045470263383,PZ000001,1,944,160726
78,2200838269220,PZ000001,1,975,160726
78,2200879962180,PZ000001,1,975,160726
78,2200879962333,PZ000001,1,975,160726
78,2200879966393,PZ000001,1,975,160726
79,2200813137544,PZ000001,1,820,160726
79,2200813137674,PZ000001,1,820,160726
79,2200828955256,PZ000001,1,820,160726
79,2895528300000,PZ000001,1,820,160726
80,2200837770017,PZ000001,2,884,160726
80,2200837770024,PZ000001,2,884,160726
80,2200837770031,PZ000001,2,884,160726
80,2200837770307,PZ000001,2,884,160726
80,2200837779942,PZ000001,2,884,160726
81,2200813137544,PZ000001,2,944,160726
81,2200813137674,PZ000001,2,944,160726
81,2200849928963,PZ000001,1,944,160726
81,2200865658769,PZ000001,1,944,160726
82,2200879962180,PZ000001,2,975,160726
82,2200879962333,PZ000001,2,975,160726
82,2200879966614,PZ000001,2,975,160726
82,5045470263383,PZ000001,2,975,160726
83,2200879477226,PZ000001,2,820,160726
83,2200879477523,PZ000001,2,820,160726
83,2200879483333,PZ000001,2,820,160726
83,2200879962241,PZ000001,2,820,160726
83,2200879966591,PZ000001,2,820,160726
83,2200879966614,PZ000001,2,820,160726
84,2200866415194,PZ000001,1,884,160726
85,2895528300000,PZ000001,2,820,160831
85,2200866415170,PZ000001,2,820,160831
86,2895532000000,PZ000001,2,884,160831
86,2200828955416,PZ000001,2,884,160831
86,2200828955430,PZ000001,2,884,160831
87,2895544300000,PZ000001,2,884,160831
87,2895545000000,PZ000001,2,884,160831
87,2200828955485,PZ000001,2,884,160831
88,2200828955522,PZ000001,2,893,160831
88,2895553500000,PZ000001,2,893,160831
88,2200828955720,PZ000001,2,893,160831
89,2895577100000,PZ000001,2,944,160831
89,2895578800000,PZ000001,2,944,160831
89,2200828955812,PZ000001,2,944,160831
90,2895532000000,PZ000001,10,884,160830
